OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_ADDRESS_TWO,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_ADMIN_NAME,FAC_OPER_CURRYR,BEG_DATE,END_DATE,PARENT_NAME,PARENT_ADDRESS_ONE,PARENT_ADDRESS_TWO,PARENT_CITY,PARENT_STATE,PARENT_ZIPCODE,REPORT_PREP_NAME,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,REPORT_STATUS,MCAL_PROVIDER_NO,MCARE_PROVIDER_NO,ACLAIMS_NO,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,LONGITUDE,LATITUDE,License_Category,Clin_FQHC_or_Like,Clin_95210_Rural,ComSvc_Adult_Day_Care,ComSvc_Child_Care,ComSvc_Education,ComSvc_Nutrition,ComSvc_Disaster_Relief,ComSvc_Environ_Health,ComSvc_Homeless,ComSvc_Legal,ComSvc_Outreach,ComSvc_Social_Svcs,ComSvc_Subst_Abuse,ComSvc_Transport,ComSvc_Voc_Training,ComSvc_Othr,Arabic_Lang_Stf,Arabic_Lang_Pt,Armenian_Lang_Stf,Armenian_Lang_Pt,Cambodian_Lang_Stf,Cambodian_Lang_Pt,Chinese_Lang_Stf,Chinese_Lang_Pt,Hindustani_Lang_Stf,Hindustani_Lang_Pt,Hmong_Lang_Stf,Hmong_Lang_Pt,Japanese_Lang_Stf,Japanese_Lang_Pt,Korean_Lang_Stf,Korean_Lang_Pt,Laotian_Lang_Stf,Laotian_Lang_Pt,Portugese_Lang_Stf,Portugese_Lang_Pt,Punjabi_Lang_Stf,Punjabi_Lang_Pt,Russian_Lang_Stf,Russian_Lang_Pt,Sign_Lang_Stf,Sign_Lang_Pt,Spanish_Lang_Stf,Spanish_Lang_Pt,Tagalog_Lang_Stf,Tagalog_Lang_Pt,Vietnamese_Lang_Stf,Vietnamese_Lang_Pt,Eng_Not_Prim_Pt_Percent,Lang_If_Eng_Not_Prim,Physn_Salary_FTE,Physn_Contract_FTE,Physn_Volunteer_FTE,Physn_TOTL_FTE,Physn_Enctr_FTE,Physn_Asst_Salary_FTE,Physn_Asst_Contract_FTE,Physn_Asst_Volunteer_FTE,Physn_Asst_TOTL_FTE,Physn_Asst_Enctr_FTE,Nur_Fam_Pract_Salary_FTE,Nur_Fam_Pract_Contract_FTE,Nur_Fam_Pract_Volunteer_FTE,Nur_Fam_Pract_TOTL_FTE,Nur_Fam_Pract_Enctr_FTE,Midwiv_Salary_FTE,Midwiv_Contract_FTE,Midwiv_Volunteer_FTE,Midwiv_TOTL_FTE,Midwiv_Enctr_FTE,Nur_Visit_Salary_FTE,Nur_Visit_Contract_FTE,Nur_Visit_Volunteer_FTE,Nur_Visit_TOTL_FTE,Nur_Visit_Enctr_FTE,Dentist_Salary_FTE,Dentist_Contract_FTE,Dentist_Volunteer_FTE,Dentist_TOTL_FTE,Dentist_Enctr_FTE,Dent_Hyg_Salary_FTE,Dent_Hyg_Contract_FTE,Dent_Hyg_Volunteer_FTE,Dent_Hyg_TOTL_FTE,Dent_Hyg_Enctr_FTE,PsyD_Salary_FTE,PsyD_Contract_FTE,PsyD_Volunteer_FTE,PsyD_TOTL_FTE,PsyD_Enctr_FTE,Psych_Clin_Salary_FTE,Psych_Clin_Contract_FTE,Psych_Clin_Volunteer_FTE,Psych_Clin_TOTL_FTE,Psych_Clin_Enctr_FTE,LCSW_Salary_FTE,LCSW_Contract_FTE,LCSW_Volunteer_FTE,LCSW_TOTL_FTE,LCSW_Enctr_FTE,Othr_MediCal_Provdr_Salary_FTE,Othr_MediCal_Provdr_Contract_FTE,Othr_MediCal_Provdr_Volunteer_FTE,Othr_MediCal_Provdr_TOTL_FTE,Othr_MediCal_Provdr_Enctr_FTE,Othr_CPSP_Providr_Salary_FTE,Othr_CPSP_Provdr_Contract_FTE,Othr_CPSP_Provdr_Volunteer_FTE,Othr_CPSP_Provdr_TOTL_FTE,Othr_CPSP_Provdr_Enctr_FTE,FTE_Salary_TOTL,FTE_Contract_TOTL,FTE_Volunteer_TOTL,FTE_GRAND_TOTL,Enctr_GRAND_TOTL,RDH_Salary_FTE,RDH_Contract_FTE,RDH_Volunteer_FTE,RDH_TOTL_FTE,RDH_Contact_FTE,Dent_Asst_Salary_FTE,Dent_Asst_Contract_FTE,Dent_Asst_Volunteer_FTE,Dent_Asst_TOTL_FTE,Dent_Asst_Contact_FTE,Dent_Asst_No_Lic_Salary_FTE,Dent_Asst_No_Lic_Contract_FTE,Dent_Asst_No_Lic_Volunteer_FTE,Dent_Asst_No_Lic_TOTL_FTE,Dent_Asst_No_Lic_Contact_FTE,Therapist_Marr_Fam(MFT)_Salary_FTE,Therapist_Marr_Fam(MFT)_Contract_FTE,Therapist_Marr_Fam(MFT)_Volunteer_FTE,Therapist_Marr_Fam(MFT)_TOTL_FTE,Therapist_Marr_Fam(MFT)_Contact_FTE,Nur_Regist_Salary_FTE,Nur_Regist_Contract_FTE,Nur_Regist_Volunteer_FTE,Nur_Regist_TOTL_FTE,Nur_Regist_Contact_FTE,LVN_Salary_FTE,LVN_Contract_FTE,LVN_Volunteer_FTE,LVN_TOTL_FTE,LVN_Contact_FTE,Med_Asst_No_Lic_Salary_FTE,Med_Asst_No_Lic_Contract_FTE,Med_Asst_No_Lic_Volunteer_FTE,Med_Asst_No_Lic_TOTL_FTE,Med_Asst_No_Lic_Contact_FTE,Pt_Educ_NonLic_Salary_FTE,Pt_Educ_NonLic_Contract_FTE,Pt_Educ_NonLic_Volunteer_FTE,Pt_Educ_NonLic_TOTL_FTE,Pt_Educ_NonLic_Contact_FTE,Subs_Abuse_Salary_FTE,Subs_Abuse_Contract_FTE,Subs_Abuse_Volunteer_FTE,Subs_Abuse_TOTL_FTE,Subs_Abuse_Contact_FTE,Billing_staff_Salary_FTE,Billing_staff_Contract_FTE,Billing_staff_Volunteer_FTE,Billing_staff_TOTL_FTE,Billing_staff_Contact_FTE,Other_Admin_Staff_Salary_FTE,Other_Admin_Staff_Contract_FTE,Other_Admin_Staff_Volunteer_FTE,Other_Admin_Staff_TOTL_FTE,Other_Admin_Staff_Contact_FTE,Othr_Provdr_Not_Enctr_Salary_FTE,Othr_Provdr_Not_Enctr_Contract_FTE,Othr_Provdr_Not_Enctr_Volunteer_FTE,Othr_Provdr_Not_Enctr_TOTL_FTE,Othr_Provdr_Not_Enctr_Contact_FTE,FTE__Salary_TOTL,FTE__Contract_TOTL,FTE__Volunteer_TOTL,FTE_Contacts_TOTL,FTE_Contacts_GRAND_TOTL,PCC_HEALTH_SERV_MEDICAL,PCC_HEALTH_SERV_DENTAL,PCC_HEALTH_SERV_VISION,PCC_HEALTH_SERV_MENTAL_HEALTH,PCC_HEALTH_SERV_SUBSTANCE_ABUSE,PCC_HEALTH_SERV_DOMESTIC_VIOLENCE,PCC_HEALTH_SERV_BASIC_LAB,PCC_HEALTH_SERV_RADIOLOGICAL_SERVICES,PCC_HEALTH_SERV_URGENT_CARE,PCC_HEALTH_SERV_PHARMACY,PCC_HEALTH_SERV_WOMENS_HEALTH
306334684,JAY HOFFMAN HEALTH CENTER,29490 LAKEVIEW AVE,,NUEVO,92567,951-928-2805,Maria Bernal,Yes,1/1/17,12/31/17,Borrego Community Health Foundation,587 Palm Canyon Dr. Suite 208,,Borrego Springs,CA,92004-2369,Tami Bereki,Open,10/24/14,,,,,,67,23,42,6065042719,133.1,,12 - Inland Counties,Riverside,550002639,-117.13227,33.81765,Community Clinic,FQHC,YES,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,27,Spanish,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.93,,,0.93,3546,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.93,0,0,0.93,3546,,,,0,,2.62,,,2.62,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.74,,,1.74,,,,,0,,4.36,0,0,4.36,0,,Yes,,,,,,,,,
306197941,DOWNTOWN MEDICAL AND MENTAL HEALTH SERVICES,540 S SAN PEDRO ST,,LOS ANGELES,90013,213-236-0556,SEANJAY SHARMA,No,1/1/17,12/31/17,ELDORADO COMMUNITY SERVICE CENTERS,26460 SUMMIT CIRCLE,,SANTA CLARITA,CA,91350,EVANGELINE DOMINGO,Open,6/4/14,,,,,,53,30,34,6037206300,78.2mmm,Metro,11 - Los Angeles,Los Angeles,550002699,-118.24457,34.04315,Community Clinic,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306424059,COMMUNITY HEALTH CENTERS GUADALUPE,4581 10TH ST,STE C,GUADALUPE,93434,805-929-3211,RONALD E CASTLE,Yes,1/1/17,3/3/17,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,2050 BLOSSER RD,,SANTA MARIA,CA,93458,William Ivers,Closed,2/5/17,,,,,,35,19,24,6083002502,180.2,,10 - Santa Barbara/Ventura,Santa Barbara,50000575,-120.571516,34.9715,Community Clinic,FQHC,No,,,YES,YES,,,YES,,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,60,Spanish,1.35,0.05,,1.4,1624,,0.04,,0.04,99,,0.02,,0.02,58,,,,0,,,,,0,,,,,0,,,,,0,,,0.01,,0.01,32,,,,0,,0.18,,,0.18,11,,0.04,,0.04,115,0.04,,,0.04,149,1.57,0.16,0,1.73,2088,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,2.44,,,2.44,,,,,0,,,,,0,,0.5,,,0.5,,4,,,4,,,,,0,,6.94,0,0,6.94,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
306334681,INDIO HEALTH CENTER,83791 DATE AVE,,INDIO,92201,760-344-9951,Anna Dorado,No,1/1/17,3/1/17,"Clinicas de Salud del Pueblo, Inc.",1166 K Street,,Brawley,CA,92227,MARLENE ROMERO,Open,5/19/14,,,,,,56,28,36,6065049500,128,,12 - Inland Counties,Riverside,550002674,-116.20451,33.71132,Community Clinic,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306434292,FOOTHILL HEALTH CENTER OF GILROY,9460 NO NAME UNO,STE 110,GILROY,95020,408-729-4290,Salvador Chavarin,Yes,1/1/17,12/31/17,"Foothill Health Center, Inc.","2670 S. White Road, Suite 200",,San Jose,CA,95148-2073,Salvador Chavarin,Open,3/30/16,,,,,,30,17,20,6085512401,182,,07 - Santa Clara,Santa Clara,550003450,-121.57394,37.03684,Community Clinic,FQHC,No,,,YES,YES,,,,,YES,,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,35,Spanish,1.77,,,1.77,8625,3.57,,,3.57,11354,0.27,,,0.27,1254,,,,0,,,,,0,,4.19,,,4.19,15489,2.51,,,2.51,3551,,,,0,,,,,0,,1.38,,,1.38,1992,,,,0,,,,,0,,13.69,0,0,13.69,42265,,,,0,,,,,0,,8.3,,,8.3,,0.76,,,0.76,,,,,0,,,,,0,,9.69,,,9.69,,,,,0,,,,,0,,2.57,,,2.57,,18.94,,,18.94,,,,,0,,40.26,0,0,40.26,0,Yes,Yes,,Yes,,,,,Yes,,
306374474,KIDCARE EXPRESS III (MOBILE MEDICAL UNIT),823 GATEWAY CENTER WAY,,SAN DIEGO,92102,619-515-2300,Fran Butler-Cohen,Yes,1/1/17,12/31/17,"Family Health Centers of San Diego, Inc.",823 Gateway Center Way,,San Diego,CA,92102-4541,Pat Ito,Open,5/2/12,,,,,,80,40,51,6073003403,161g,,14 - San Diego/Imperial,San Diego,550000018,-117.1133094,32.7150356,Community Clinic,FQHC,No,,,YES,YES,,,YES,,YES,YES,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,YES,,,34,Spanish,,,,0,,0.67,,,0.67,811,0.08,,,0.08,133,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.75,0,0,0.75,944,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.97,,,0.97,,,,,0,40,,,,0,,,,,0,,1.37,,,1.37,,,,,0,,2.34,0,0,2.34,40,Yes,,,,,,Yes,,,,Yes
306384212,MISSION NEIGHBORHOOD HEALTH CENTER - VALENCIA CLINIC,1647 VALENCIA ST,,SAN FRANCISCO,94110,415-552-3870,Brenda Storey,No,1/1/17,12/31/17,Mission Area Health Associates,240 Shotwell Street,,San Francisco,CA,94110,Brenda Storey,Open,6/8/10,,,,,,17,11,12,6075025300,162c,,04 - West Bay,San Francisco,550001297,-122.4201,37.74683,Community Clinic,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306344199,FEMINIST WOMENS HEALTH CENTER,1442 ETHAN WAY,STE 100,SACRAMENTO,95825,916-481-8600,Kim Edmonds,Yes,1/1/17,4/28/17,Chico Feminist Womens Health Specialists,PO Box 494369,,Redding,CA,96049-4369,Kim Edmonds,Closed,4/28/17,,,,,,8,6,6,6067005402,139j,,02 - Golden Empire,Sacramento,30000315,-121.41994,38.59176,Community Clinic,Neither,No,,,YES,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,,,,,,,,,,,YES,YES,,,,,8,Spanish,0.5,,,0.5,421,,,,0,,1.36,,,1.36,2876,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.86,0,0,1.86,3297,,,,0,,,,,0,,,,,0,,,,,0,,1.51,,,1.51,421,,,,0,,3.07,,,3.07,3297,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,4.58,0,0,4.58,3718,,,,,,,,,,,Yes
306294025,WESTERN SIERRA MEDICAL CLINIC - COMMUNITY MOBILE CLINIC,12548 LOMA RICA DR,,GRASS VALLEY,95945,530-273-4984,Scott McFarland,No,1/1/17,12/31/17,"Western Sierra Medical Clinic, Inc",209 Nevada Street,,Downieville,CA,95936,Francine Novak,Open,6/30/12,,,,,,1,1,1,6057000701,113,,02 - Golden Empire,Nevada,550001096,-121.010998,39.2213158,Community Clinic,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306274092,MONTAGE MEDICAL GROUP,23845 HOLMAN HWY,STE 210,MONTEREY,93940,831-620-0700,Jasmine Ensley,Yes,1/1/17,12/31/17,,,,,,,Jasmine Ensley,Open,5/12/16,,,,,,29,17,20,6053011900,110,,08 - Mid-Coast,Monterey,550003499,-121.91395,36.57634,Community Clinic,Neither,No,,,,,,,,,,,,,,,,YES,,,,,,YES,,,,,,YES,,YES,,,,YES,,,,YES,,,YES,YES,,YES,,,11,Spanish,,4,,4,10322,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,1,85,,,,0,,,,,0,,,,,0,,0,5,0,5,10407,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,6,,,6,1489,,,,0,,,,,0,,,,,0,,3,,,3,,,,,0,,9,0,0,9,1489,Yes,,,Yes,,,,,,,
306304555,HURTT FAMILY HEALTH CLINIC - SANTA ANA,1100 N TUSTIN AVE,"STE A, D AND F",SANTA ANA,92705,714-247-0300,Jewel Loff,Yes,1/1/17,12/31/17,"Hurtt Family Health Clinic, Inc.",1 Hope Drive,,Tustin,CA,92782,Jewel Loff,Open,8/26/14,,,,,,69,34,46,6059075403,116h,,13 - Orange,Orange,550002749,-117.83426,33.75487,Community Clinic,FQHC,No,,,YES,,,,YES,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,35,Spanish,1.6,0,0,1.6,3745,1,0,0,1,3025,1.53,0,0,1.53,1831,0,0,0,0,0,0,0,0,0,0,0.5,0.68,0,1.18,1292,0,0.2,0,0.2,422,0.4,0.06,0,0.46,890,0,0,0,0,0,1,0,0,1,178,3.9,0,0,3.9,3467,0,0,0,0,0,9.93,0.94,0,10.87,14850,0,0,0,0,0,0,0,0,0,0,1.3,0,0,1.3,1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,0,0,6.96,8601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.88,0,0,6.88,,0,0,0,0,,15.14,0,0,15.14,10315,Yes,Yes,,,Yes,,Yes,,,Yes,
306196569,INSTITUTE FOR MULTICULTURAL COUNSELING AND EDUCATION,431 N BRAND BLVD,STE 202,GLENDALE,91203,213-381-1250-226,Mashrouteh Pirhekayati,Yes,1/1/17,12/31/17,Instture for Multicultural Counseling  Education Services. Inc.,3580 Wilshire Blvd.,Suite 2000,Los angeles,CA,90010,MASHROUTEH PIRHEKAYATI,Open,10/18/04,,,,,,43,25,28,6037301801,78.2ee,San Fernando Valley,11 - Los Angeles,Los Angeles,960001451,-118.25515,34.15239,Community Clinic,Neither,No,,,YES,,,,,YES,,YES,,YES,,YES,,,YES,YES,,,YES,,,,,,YES,,YES,,,,,,,,YES,YES,,,YES,YES,,,,,35,Armenian,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.11,,,0.11,216,2.07,,,2.07,200,0.88,,,0.88,213,14.52,,,14.52,4462,19.86,,,19.86,8072,37.44,0,0,37.44,13163,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,2.64,,,2.64,,2.75,,,2.75,,,,,0,,5.39,0,0,5.39,0,,,,Yes,,Yes,,,,,
306105115,ARIA COMMUNITY HEALTH CENTER RIVERDALE,3554 W MOUNT WHITNEY AVE,,RIVERDALE,93656,559-386-4500-1026,John Kalfayan,Yes,1/1/17,12/31/17,Aria Community,PO Box 580,,Lemoore,CA,93245,John Blaine,Open,9/17/14,,,,,,31,12,21,6019007700,30,,09 - Central,Fresno,550002822,-119.8621,36.43084,Community Clinic,FQHC,No,,,YES,YES,,,,,YES,,YES,YES,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,YES,YES,,,YES,,15,Spanish,1.14,,,1.14,7253,1.39,1.19,,2.58,19444,1.29,,,1.29,5966,,,,0,,,,,0,,,1.29,,1.29,11210,,,,0,,,,,0,,0.19,0.06,,0.25,525,0.2,0.16,,0.36,495,0.07,0.28,,0.35,1344,,,,0,,4.28,2.98,0,7.26,46237,1.93,,,1.93,8968,3.91,,,3.91,8968,1,,,1,2242,,,,0,,0.27,,,0.27,2444,1.81,,,1.81,1044,13.6,,,13.6,6524,3.55,,,3.55,8968,,,,0,,4.18,,,4.18,,24.9,,,24.9,,,0.06,,0.06,,55.15,0.06,0,55.21,39158,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,
306304440,"ALTAMED MEDICAL GROUP - SANTA ANA, MAIN",1400 N MAIN ST,,SANTA ANA,92701,714-352-2287,Eleanor Sison-Derbigny,Yes,1/1/17,12/31/17,Altamed Health Services Corporation,2040 Camfield Avenue,,Los Angeles,CA,90040-1575,Nadia Gomez,Open,4/1/09,,,,,,69,34,46,6059075003,116b,,13 - Orange,Orange,550001008,-117.8681643,33.7567114,Community Clinic,FQHC,No,,,YES,,,,,,YES,,,,,,,,,,,,YES,YES,,,,,,,,YES,,,,,,,,,,YES,YES,YES,YES,,,YES,70,Spanish,4.7,0.37,,5.07,18378,0.14,0.09,,0.23,1112,3.25,,,3.25,11035,,,,0,,,,,0,,4.46,,,4.46,14901,,,,0,,,,,0,,,,,0,,1.41,,,1.41,382,,,,0,1920,,,,0,58,13.96,0.46,0,14.42,47786,,,,0,,3.28,,,3.28,,3.87,,,3.87,,,,,0,,1,,,1,3415,3.79,,,3.79,,12.59,,,12.59,,0.21,,,0.21,,,,,0,,0.06,,,0.06,,26.34,,,26.34,,,,,0,,51.14,0,0,51.14,3415,Yes,Yes,,Yes,,,Yes,,,,Yes
306198294,CENTRAL NEIGHBORHOOD HEALTH FOUNDATIO/INGLEWOOD,2710 W MANCHESTER BLVD,,INGLEWOOD,90305,323-778-4310,Abdoulaye Diop,Yes,1/1/17,12/31/17,CENTRAL NEIGHBORHOOD HEALTH FOUNDAITON,714 W. Olympic Blvd  Ste. 801,,Los Angeles,CA,90015,Keuleya Ruth Ble,Open,8/15/16,,,,,,62,35,43,6037600704,78.2r,South Bay,11 - Los Angeles,Los Angeles,550003612,-118.32342,33.95996,Community Clinic,FQHC,No,,,YES,YES,,,YES,,YES,YES,,YES,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,35,Spanish,2.92,,,2.92,5977,,,,0,,0.9,,,0.9,6820,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,3.82,0,0,3.82,12797,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,9,,,9,,,,,0,,,,,0,,1.2,,,1.2,,1.25,,,1.25,,,,,0,,11.45,0,0,11.45,0,Yes,,,,,,,,,,
306198154,ANPHON MEDICAL CENTER,333 E NUTWOOD ST,STE C,INGLEWOOD,90301,310-912-6100,Rebekah Jennings,Yes,1/1/17,12/31/17,Anphon Corporation,333 East Nutwood Street,Suite C,Inglewood,CA,90301,Rebekah Jennings,Open,10/8/15,,,,,,62,35,43,6037601001,78.2q,South Bay,11 - Los Angeles,Los Angeles,550003340,-118.350661,33.96074,Community Clinic,Neither,No,,,YES,,,,,,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,45,Spanish,,0.5,,0.5,1534,,,,0,,,0.9,,0.9,346,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,1.4,0,1.4,1880,,,,0,,,,,0,,,,,0,,,,,0,,0.5,,,0.5,,,,,0,,2,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,2.5,0,0,2.5,0,Yes,,,,,,,,,,
306196159,ST. ANTHONY MEDICAL CENTER/HOLLYWOOD CLINIC,6368 HOLLYWOOD BLVD,,LOS ANGELES,90028,323-469-5555,RITA GEORGE,Yes,1/1/17,12/31/17,ST. ANTHONY MEDICAL CENTERS,6368 HOLLYWOOD BLVD,,Hollywood,CA,90028,RITA GEORGE,Open,8/14/00,8/14/00,,,,960002645,50,26,28,6037190700,78.2g,Metro,11 - Los Angeles,Los Angeles,960001295,-118.32873,34.10159,Community Clinic,FQHC,No,,,,,,,,,YES,,YES,,,,YES,YES,,YES,,,,,,YES,,,,,YES,YES,,,,,,,,,,,YES,YES,,,,,20,Spanish,0.15,0.03,,0.18,712,1.53,,,1.53,6963,0.09,,,0.09,465,,,,0,0,,,,0,0,,0.2,,0.2,1093,,,,0,0,0.1,,,0.1,314,0.6,0.05,,0.65,896,,,,0,1,,,,0,0,,,,0,0,2.47,0.28,0,2.75,10444,,,,0,,,,,0,,0.62,,,0.62,,,,,0,,,,,0,,,,,0,,3,,,3,,0.27,,,0.27,,,,,0,,0.58,,,0.58,,1.75,,,1.75,,3.25,0.01,,3.26,,9.47,0.01,0,9.48,0,Yes,Yes,,Yes,Yes,,Yes,,,,Yes
306197613,"PLANNED PARENTHOOD BASICS, BALDWIN HILLS/CRENSHAW",3637 S LA BREA AVE,,LOS ANGELES,90016-5311,213-284-3200,Margot Taylor,Yes,1/1/17,12/31/17,Planned Parenthood Los Angeles,400 W 30th Street,,Los Angeles,CA,90007,Margot Taylor,Open,11/8/11,,,,,,54,30,37,6037236000,78.2j,South,11 - Los Angeles,Los Angeles,550001773,-118.3556688,34.0209322,Community Clinic,Neither,No,,,YES,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,2,Spanish,0,,,0,1,3.47,,,3.47,4756,1.73,,,1.73,2370,0.58,,,0.58,796,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,5.78,0,0,5.78,7923,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,0,0,0,Yes,,,,,,Yes,,,,Yes
306197741,PLANNED PARENTHOOD LOS ANGELES STOLLER FILER HEALTH CENTER,11722 WILMINGTON AVE,,LOS ANGELES,90059,213-284-3200,Margot Taylor,Yes,1/1/17,12/31/17,Planned Parenthood Los Angeles,400 W 30th Street,,Los Angeles,CA,90007,Margot Taylor,Open,11/16/12,,,,,,64,35,44,6037540700,78.2ooo,South,11 - Los Angeles,Los Angeles,550002135,-118.2390177,33.9271599,Community Clinic,Neither,No,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,4,Spanish,,,,0,,0.85,,,0.85,793,3.68,,,3.68,3439,1.59,,,1.59,1485,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,6.12,0,0,6.12,5717,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,0,0,0,Yes,,,,,,Yes,,,,Yes
306154090,CLINICA SIERRA VISTA MOBILE HEALTH SERVICES,815 MARTIN L KING  BLVD,,BAKERSFIELD,93307,,"Brian O. Harris, CEO",No,1/1/17,12/31/17,"Clinica Sierra Vista, Inc.","1430 Truxtun Avenue, Suite 400",,Bakersfield,CA,93301,Brian Harris,Open,8/16/96,8/16/96,,,,120001172,32,14,21,6029002200,66b,,09 - Central,Kern,120000476,-118.98519,35.36581,Community Clinic,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
