"FAC_NAME","FAC_ADDRESS_ONE","LATITUDE","LONGITUDE","COUNTY","CENS_TRACT","FAC_CITY","OSHPD_ID"
"PLANNED PARENTHOOD - MORENO VALLEY CENTER","12900 FREDERICK ST","33.93295","-117.26138","Riverside","6065042513","MORENO VALLEY","306334524"
"PLANNED PARENTHOOD - RIVERSIDE CLINIC","3772 TIBBETTS ST","33.94722","-117.39889","Riverside","6065031100","RIVERSIDE","306330135"
"ANZA COMMUNITY HEALTH CENTER","58581 US HWY 371","33.55723","-116.63925","Riverside","6065044403","ANZA","306334691"
"CENTRO MEDICO COMMUNITY CLINIC","1307 W 6TH ST","33.8786477","-117.5894676","Riverside","6065041703","CORONA","306334508"
"CENTER FOR ELDERS INDEPENDENCE (CLINIC)","1955 SAN PABLO AVE","37.80983","-122.27314","Alameda","6001402800","OAKLAND","306014116"
"MEDICAL CLINIC AT ELLA","1304 ELLA ST","35.27709","-120.64961","San Luis Obispo","6079011002","SAN LUIS OBISPO","306404096"
"NORTH EAST MEDICAL SERVICES","1520 STOCKTON ST","37.7999","-122.40903","San Francisco","6075010600","SAN FRANCISCO","306382711"
"HEALTHRIGHT 360","558 CLAYTON ST","37.76992","-122.44857","San Francisco","6075016600","SAN FRANCISCO","306380827"
"NORTH EAST MEDICAL SERVICES - TARAVAL STREET","2308 TARAVAL ST","37.7425839","-122.491152","San Francisco","6075032901","SAN FRANCISCO","306384178"
"NORTH EAST MEDICAL SERVICES - 1400 NORIEGA","1400 NORIEGA ST","37.7544174","-122.4787913","San Francisco","6075032802","SAN FRANCISCO","306384227"
"SONOMA COUNTY INDIAN HEALTH PROJECT, INC","144 STONY POINT RD","38.4404873","-122.7436514","Sonoma","6097153002","SANTA ROSA","306491021"
"PERINATAL SERVICES OF NORTHCOUNTRY CLINIC","3800 JANES RD","40.89672","-124.093","Humboldt","6023001101","ARCATA","306124036"
"PLANNED PARENTHOOD UKIAH","1165 S DORA ST","39.1352147","-123.2093727","Mendocino","6045011600","UKIAH","306234040"
"JEWISH COMMUNITY FREE CLINIC","50 MONTGOMERY DR","38.44284","-122.70309","Sonoma","6097152000","SANTA ROSA","306494129"
"THE CENTER FOR LIFE CHOICES","425 S ORCHARD AVE","39.14835","-123.19887","Mendocino","6045011500","UKIAH","306234036"
"SECOND MOBILE UNIT","3696 JACOBS AVE","40.80447","-124.12637","Humboldt","6023000800","EUREKA","306124032"
"PREGNANCY CARE CENTER","677 S MAGNOLIA AVE","32.78794","-116.96227","San Diego","6073015802","EL CAJON","306374346"
"LA MAESTRA COMMUNITY HEALTH CENTERS - CITY HEIGHTS DENTAL","4305 UNIVERSITY AVE","32.74957","-117.10103","San Diego","6073002402","SAN DIEGO","306374342"
"LA MAESTRA COMMUNITY HEALTH CENTERS - EL CAJON","165 S 1ST ST","32.79399","-116.94456","San Diego","6073015704","EL CAJON","306374341"
"BRAWLEY OPEN ACCESS HEALTH CENTER","283 MAIN ST.","32.97866","-115.53765","Imperial","6025010500","BRAWLEY","306134035"
"ALLIANCE HEALTH CLINIC, INC.","5952 EL CAJON BLVD","32.76026","-117.06941","San Diego","6073002804","SAN DIEGO","306374401"
"GROSSMONT SPRING VALLEY FAMILY HEALTH CENTER","8788 JAMACHA RD","32.71483","-117.00966","San Diego","6073013906","SPRING VALLEY","306374260"
"COMMUNITY ELDERCARE OF SAN DIEGO","111 ELM ST","32.7236951","-117.163407","San Diego","6073005700","SAN DIEGO","306374405"
"MID-CITY COMMUNITY CLINIC","4290 POLK AVE","32.75143","-117.10232","San Diego","6073002202","SAN DIEGO","306370936"
"COMPREHENSIVE HEALTH CENTER - EUCLID","286 EUCLID AVE","32.70779","-117.08508","San Diego","6073003304","SAN DIEGO","306374261"
"ELM STREET FAMILY HEALTH CENTER","140 ELM ST","32.7241","-117.16318","San Diego","6073005700","SAN DIEGO","306374495"
"25TH STREET FAMILY MEDICINE","316 25TH ST","32.7086808","-117.1405531","San Diego","6073004800","SAN DIEGO","306374402"
"NORTH COUNTY HEALTH SERVICES RAMONA","217 EARLHAM ST","33.05113","-116.85454","San Diego","6073020809","RAMONA","306371400"
"NEIGHBORHOOD HEALTHCARE  - PAUMA VALLEY","16650 HIGHWAY 76","33.2935","-116.96919","San Diego","6073019101","PAUMA VALLEY","306374263"
"BORREGO MEDICAL CLINIC","4343 YAQUI PASS RD","33.18074","-116.33241","San Diego","6073021000","BORREGO SPRINGS","306374281"
"PLANNED PARENTHOOD ASSN OF SAN DIEGO CO","7526 CLAIREMONT MESA BLVD","32.83275","-117.15718","San Diego","6073008511","SAN DIEGO","306371589"
"PLANNED PARENTHOOD - ISABELLA CENTER","1964 VIA CENTRE DR","33.16811","-117.24025","San Diego","6073019904","VISTA","306374536"
"BEACH AREA FAMILY HEALTH CENTER","3705 MISSION BLVD","32.78268","-117.25247","San Diego","6073007600","SAN DIEGO","306370847"
"LINDA VISTA HEALTH CARE CENTER","6973 LINDA VISTA RD","32.78721","-117.16982","San Diego","6073008800","SAN DIEGO","306370738"
"MARIAN COMMUNITY CLINICS SANTA MARIA","117 W  BUNNY AVE","34.96327","-120.43679","Santa Barbara","6083002303","SANTA MARIA","306424030"
"SALVATION ARMY FREE MEDICAL CLINIC, THE","622 W WOOLEY RD","34.18997","-119.18429","Ventura","6111003801","OXNARD","306564141"
"MEDICAL CLINIC AT CASA","100 CASA ST","35.29275","-120.66479","San Luis Obispo","6079010902","SAN LUIS OBISPO","306404092"
"SLO ONCOLOGY AND HEMATOLOGY HEALTH CENTER","715 TANK FARM RD","35.24824","-120.64324","San Luis Obispo","6079011503","SAN LUIS OBISPO","306404090"
"CHINESE HOSPITAL DALY CITY HEALTH SERVICES","93 SKYLINE PLAZA","37.682973","-122.48813","San Mateo","6081601501","DALY CITY","306414107"
"ON LOK SENIOR HEALTH SERVICES","1000 MONTGOMERY ST","37.79847","-122.40386","San Francisco","6075010600","SAN FRANCISCO","306384014"
"SAN JOSE HIGH NEIGHBORHOOD CLINIC","1149 E JULIAN ST","37.35082","-121.87159","Santa Clara","6085501401","SAN JOSE","306434156"
"PREGNANCY RESOURCE CENTER","1570 SOQUEL DR","36.98841","-121.98357","Santa Cruz","6087121300","SANTA CRUZ","306444014"
"MONTAGE MEDICAL GROUP","275 THE CROSSROADS","36.53683","-121.908824","Monterey","6053011604","CARMEL","306274077"
"INDIAN HEALTH CENTER OF SANTA CLARA VALLEY","1642 E CAPITOL EXPY","37.30612","-121.81192","Santa Clara","6085503337","SAN JOSE","306434227"
"TREE OF LIFE PREGNANCY SUPPORT CENTER","7730 MORRO RD","35.47531","-120.66802","San Luis Obispo","6079012600","ATASCADERO","306404054"
"AMPLA HEALTH CHICO MEDICAL, DENTAL AND PEDIATRICS","680 COHASSET RD","39.7528554","-121.8461835","Butte","6007000300","CHICO","306044016"
"HOPE PROJECT","39500 LIBERTY ST","37.549","-121.977041","Alameda","6001441927","FREMONT","306014227"
"KINGSBURG COMMUNITY HEALTH CENTER","1250 SMITH ST","36.51289","-119.54886","Fresno","6019007201","KINGSBURG","306105132"
"COALINGA VALLEY HEALTH CLINICS, INC. - HURON","36617 CENTRAL AVE","36.2015363","-120.1022961","Fresno","6019007801","HURON","306105012"
"GOLDEN VALLEY HEALTH CENTER","200 C ST","37.4670106","-121.1256525","Stanislaus","6099003202","PATTERSON","306502212"
"GOLDEN VALLEY HEALTH CENTER - 6TH ST MODESTO","1114 6TH ST","37.63905","-121.00575","Stanislaus","6099001700","MODESTO","306502214"
"PLACERVILLE HEALTH AND WELLNESS CENTER","4641 MISSOURI FLAT RD","38.696061","-120.823665","El Dorado","6017031502","PLACERVILLE","306094026"
"OMNI FAMILY HEALTH","3409 CALLOWAY DR","35.3918","-119.11006","Kern","6029003807","BAKERSFIELD","306154146"
"WEST DELANO DENTAL CENTER","441 DIAZ AVE","35.75593","-119.24652","Kern","6029004800","DELANO","306154142"
"OMNI FAMILY HEALTH","1014 CALLOWAY DR","35.3653","-119.11415","Kern","6029003812","BAKERSFIELD","306154161"
"OMNI FAMILY HEALTH","525 ROBERTS LN","35.4086","-119.03126","Kern","6029000400","BAKERSFIELD","306154126"
"OMNI FAMILY HEALTH","4151 MEXICALI DR","35.3172","-119.08165","Kern","6029003123","BAKERSFIELD","306154191"
"AMPLA HEALTH RICHLAND MEDICAL","334 SAMUEL DR","39.12312","-121.6088","Sutter","6101050302","YUBA CITY","306514007"
"CHAPA-DE INDIAN HEALTH PROGRAM, INC.","1350 E MAIN ST","39.23174","-121.04641","Nevada","6057000501","GRASS VALLEY","306294021"
"AMPLA HEALTH ARBUCKLE MEDICAL AND DENTAL","89 PUTNAM WAY","39.02029","-122.061249","Colusa","6011000100","ARBUCKLE","306064005"
"MCCLOUD HEALTHCARE CLINIC, INC.","116 W MINNESOTA AVE","41.2522457","-122.1364186","Siskiyou","6093001200","MCCLOUD","306474014"
"AMPLA HEALTH COLUSA MEDICAL AND DENTAL","555 FREMONT ST","39.20789","-122.01115","Colusa","6011000500","COLUSA","306064002"
"PLANNED PARENTHOOD OF THE NORTH VALLEY- CHICO CTR.","3100 COHASSET RD","39.7718447","-121.8429338","Butte","6007000104","CHICO","306044173"
"CARENET PREGNANCY CENTER OF TRI COUNTIES","2460 ATHENS AVE","40.5743791","-122.3769063","Shasta","6089010200","REDDING","306451611"
"VALLEY PREGNANCY CENTER","5776 STONERIDGE MALL RD","37.6923067","-121.9310506","Alameda","6001450602","PLEASANTON","306014285"
"PLANNED PARENTHOOD","1032 A STREET","37.67436","-122.08323","Alameda","6001435400","HAYWARD","306014350"
"NORTH COUNTY HEALTH SERVICES - LA MISION","3220 MISSION AVE","33.21379","-117.34774","San Diego","6073018603","OCEANSIDE","306374449"
"KERMAN HEALTH CENTER","449 S MADERA AVE","36.72858","-120.0603","Fresno","6019004001","KERMAN","306105068"
"GOLDEN VALLEY HEALTH CENTER - MERCED","847 W CHILDS AVE","37.28823","-120.49794","Merced","6047001503","MERCED","306240945"
"PREGNANCY CARE CENTER","7005 N MAPLE AVE","36.83789","-119.74522","Fresno","6019005509","FRESNO","306105120"
"SAN JOAQUIN HEALTH CENTER","21890 COLORADO AVE","36.605463","-120.184312","Fresno","6019008200","SAN JOAQUIN","306100021"
"GOLDEN VALLEY HEALTH CENTER - PLANADA","9235 E BROADWAY ST","37.29052","-120.32013","Merced","6047001901","PLANADA","306242217"
"GOLDEN VALLEY HEALTH CENTER","1510 FLORIDA AVE","37.66605","-120.99622","Stanislaus","6099001300","MODESTO","306504026"
"GOLDEN VALLEY HEALTH CENTER","401 LESHER DR","37.2943384","-120.503025","Merced","6047001503","MERCED","306244036"
"GOLDEN VALLEY HEALTH CENTER - WOMENS HEALTH-MERCED","797 W CHILDS AVE","37.28825","-120.49625","Merced","6047001503","MERCED","306244010"
"GOLDEN VALLEY HEALTH CENTER - GUSTINE-NEWMAN","637 MERCED ST","37.3148","-121.01626","Stanislaus","6099003500","NEWMAN","306244045"
"GOLDEN VALLEY HEALTH CENTERS","1717 LAS VEGAS ST","37.60528","-121.00275","Stanislaus","6099002402","MODESTO","306504020"
"GOLDEN VALLEY HEALTH CENTER","2760 3RD ST","37.59218","-120.9545","Stanislaus","6099002602","CERES","306504061"
"COMMUNITY HEALTH CENTERS - OCEANO","1981 CIENEGA ST","35.0986056","-120.6099215","San Luis Obispo","6079012200","OCEANO","306404055"
"LIFE CHOICES PREGNANCY CLINIC OF OJAI VALLEY","1320 MARICOPA HWY","34.44229","-119.26453","Ventura","6111000901","OJAI","306564228"
"COLLEGE AREA PREGNANCY SERVICES","6663 EL CAJON BLVD","32.76782","-117.05532","San Diego","6073002902","SAN DIEGO","306374349"
"ST. VINCENT DE PAUL VILLAGE FAMILY HEALTH CENTER","1501 IMPERIAL AVE","32.7057571","-117.1498896","San Diego","6073005100","SAN DIEGO","306374018"
"NORTH COUNTY HEALTH SERVICES SAN MARCOS","150 VALPREDA RD","33.1406","-117.15608","San Diego","6073020023","SAN MARCOS","306371576"
"CARES COMMUNITY HEALTH - MOBILE DENTAL VAN","1500 21ST ST","38.57049","-121.48116","Sacramento","6067001200","SACRAMENTO","306344220"
"PLANNED PARENTHOOD","965 E YOSEMITE AVE","37.79744","-121.20244","San Joaquin","6077005110","MANTECA","306394056"
"GOLDEN VALLEY HEALTH CENTERS","1141 N OLIVE AVE","37.50399","-120.83985","Stanislaus","6099003906","TURLOCK","306504060"
"FAMILY HEALTHCARE NETWORK","329 W 8TH ST","36.32702","-119.6501","Kings","6031000900","HANFORD","306164028"
"GOLDEN VALLEY HEALTH CENTERS - WEST I ST.LOS BANOS","725  W I ST","37.06273","-120.8616","Merced","6047002201","LOS BANOS","306244037"
"GOLDEN VALLEY HEALTH CENTER - RIVERBANK","4150 PATTERSON RD","37.73262","-120.9198529","Stanislaus","6099000402","RIVERBANK","306504073"
"GOLDEN VALLEY HEALTH CENTER","1920 MEMORIAL DRIVE","37.60017","-120.96103","Stanislaus","6099002604","CERES","306504083"
"COMMUNITY HEALTH CENTERS CAMBRIA","2515 MAIN ST","35.56553","-121.08013","San Luis Obispo","6079010404","CAMBRIA","306404056"
"CHINO HILLS PRIMARY CARE CENTER","2140 GRAND AVE","33.99657","-117.75761","San Bernardino","6071000104","CHINO HILLS","306364248"
"HIGH DESERT PREGNANCY CLINIC, INC.","56659 29 PALMS HWY","34.1206","-116.42828","San Bernardino","6071010413","YUCCA VALLEY","306364259"
"UNICARE COMMUNITY HEALTH CENTER, INC.","437 N EUCLID AVE","34.06804","-117.65125","San Bernardino","6071001400","ONTARIO","306364530"
"UNICARE COMMUNITY HEALTH CENTER, INC.","570 S MOUNT VERNON AVE","34.09058","-117.31386","San Bernardino","6071012400","SAN BERNARDINO","306364542"
"MID-CITY COMMUNITY CLINIC (PEDIATRICS)","4305 UNIVERSITY AVE","32.74957","-117.10103","San Diego","6073002402","SAN DIEGO","306374324"
"LIFELONG DENTAL VAN","10700 MACARTHUR BOULEVARD","37.74202","-122.15105","Alameda","6001410100","OAKLAND","306014380"
"MOUNTAIN EMPIRE FAMILY MEDICINE","31115 HIGHWAY 94","32.608722","-116.474071","San Diego","6073021100","CAMPO","306371163"
"SAN YSIDRO HEALTH CTR/HEALTHY STEPS MOBILE CLINIC 1G","4004 BEYER BLVD.","32.558498","-117.047674","San Diego","6073010005","SAN YSIDRO","306374379"
"SAN YSIDRO HEALTH CTR/HEALTHY STEPS MOBILE CLINIC 1F","4004 BEYER BLVD","32.55828","-117.04684","San Diego","6073010005","SAN YSIDRO","306374380"
"SHERMAN HEIGHTS FAMILY HEALTH CENTER","2391 ISLAND AVE","32.71047","-117.14259","San Diego","6073004700","SAN DIEGO","306374398"
"SOUTH BAY FAMILY HEALTH AND DENTAL CENTER","330-340 E 8TH STREET","32.67693","-117.1029","San Diego","6073011700","NATIONAL CITY","306374565"
"PLANNED PARENTHOOD OF SDRC - FIRST AVENUE CENTER","2017 1ST AVE","32.72644","-117.16386","San Diego","6073005700","SAN DIEGO","306371128"
"PLANNED PARENTHOOD - FRANCES TORBERT CENTER","220 EUCLID AVE","32.70291","-117.08505","San Diego","6073003305","SAN DIEGO","306371686"
"MARIN TREATMENT CENTER","1466 LINCOLN AVE","37.97999","-122.52209","Marin","6041109001","SAN RAFAEL","306214028"
"LONG VALLEY HEALTH CENTER","50 BRANSCOMB RD","39.68782","-123.48416","Mendocino","6045010200","LAYTONVILLE","306231010"
"CONSOLIDATED TRIBAL HEALTH PROJECT, INC.","6991 N STATE ST","39.24321","-123.20697","Mendocino","6045010801","REDWOOD VALLEY","306234010"
"RAVENSWOOD FAMILY HEALTH CENTER","1885 BAY RD","37.47279","-122.13241","San Mateo","6081611800","EAST PALO ALTO","306414146"
"ST. LUKES HEALTH CARE CENTER - WOMENS CLINIC","1580 VALENCIA ST","37.74757","-122.42023","San Francisco","6075025300","SAN FRANCISCO","306384183"
"ST. LUKES HEALTH CARE CENTER - PEDIATRIC CLINIC","1580 VALENCIA ST","37.7475608","-122.4205774","San Francisco","6075025300","SAN FRANCISCO","306384208"
"ST. LUKES HEALTH CARE CENTER - ADULT CLINIC","1580 VALENCIA ST","37.74757","-122.42023","San Francisco","6075025300","SAN FRANCISCO","306381339"
"ON LOK SENIOR HEALTH SERVICES","1333 BUSH ST","37.78882","-122.41905","San Francisco","6075012000","SAN FRANCISCO","306382724"
"ON LOK SENIOR HEALTH SERVICES","1441 POWELL ST","37.79788","-122.41037","San Francisco","6075010700","SAN FRANCISCO","306382725"
"CLINIC BY THE BAY","4877 MISSION ST","37.72041","-122.43803","San Francisco","6075026004","SAN FRANCISCO","306384231"
"ON LOK SENIOR HEALTH SERVICES -  SAN JOSE CENTER","299 STOCKTON AVE","37.33357","-121.90573","Santa Clara","6085500600","SAN JOSE","306434199"
"NORTH EAST MEDICAL SERVICES - 1870 LUNDY","1870 LUNDY AVE","37.3926","-121.89025","Santa Clara","6085504322","SAN JOSE","306434262"
"THE CHILDRENS CLINIC FAMILY HEALTH CTR IN CENTRAL LONG BEACH","2360 PACIFIC AVE","33.8001","-118.19364","Los Angeles","6037573100","LONG BEACH","306197624"
"THE CHILDRENS CLINIC FAMILY HEALTH CENTER IN BELLFLOWER","17660 LAKEWOOD BLVD","33.8715818","-118.1425744","Los Angeles","6037554302","BELLFLOWER","306197625"
"EL CENTRO HEALTH CLINIC","651 WAKE AVE","32.77067","-115.55814","Imperial","6025011803","EL CENTRO","306134024"
"PLANNED PARENTHOOD OF SDRC-SURGICAL SERVICES","2017 1ST AVE","32.72644","-117.16386","San Diego","6073005700","SAN DIEGO","306374040"
"COMPASSION PREGNANCY CTR AND CLINIC OF MONTEREY BAY","640 CASS ST","36.59534","-121.89482","Monterey","6053012700","MONTEREY","306274040"
"PETALUMA HEALTH CENTER","1179 N MCDOWELL BLVD","38.26838","-122.65943","Sonoma","6097150607","PETALUMA","306494066"
"MARIN COMMUNITY CLINIC - NOVATO DENTAL","6090 REDWOOD BLVD","38.0957","-122.56266","Marin","6041104102","NOVATO","306214051"
"MARIN COMMUNITY CLINIC","5 BON AIR RD","37.94391","-122.53955","Marin","6041120000","LARKSPUR","306214061"
"LA CLINICA VALLEJO DENTAL","2920 SONOMA BLVD","38.1133","-122.25462","Solano","6095251500","VALLEJO","306484047"
"LA CLINICA OAKLEY","2021 MAIN ST","38.0040564","-121.7329198","Contra Costa","6013302005","OAKLEY","306074160"
"FAMILY OPTICAL I","3060 E 9TH ST","37.7743687","-122.2301341","Alameda","6001406100","OAKLAND","306014196"
"ASHLAND FREE MEDICAL CLINIC","50 E LEWELLING BLVD","37.68672","-122.12083","Alameda","6001433700","SAN LORENZO","306014200"
"LA CLINICA MONUMENT","2000 SIERRA RD","37.9526152","-122.0367198","Contra Costa","6013337200","CONCORD","306074159"
"SAN LORENZO HIGH HEALTH CENTER","50 E LEWELLING BLVD","37.6885922","-122.1229557","Alameda","6001433700","SAN LORENZO","306014262"
"TECHNICLINIC","4351 BROADWAY","37.831642","-122.254379","Alameda","6001401200","OAKLAND","306014210"
"TIBURCIO VASQUEZ HEALTH CENTER, INC. - SILVA CAMPUS","680 W TENNYSON RD","37.6314711","-122.0685786","Alameda","6001438203","HAYWARD","306014312"
"WESTCOAST CHILDRENS CLINIC","3301 E 12TH ST","37.77617","-122.22499","Alameda","6001406100","OAKLAND","306014231"
"TUOLUMNE ME-WUK INDIAN HEALTH CENTER","18880 CHERRY VALLEY BLVD","37.96341","-120.24041","Tuolumne","6109003200","TUOLUMNE","306554016"
"LODI MEMORIAL COMMUNITY CLINIC - TRINITY","10200 TRINITY PKWY","38.04769","-121.37244","San Joaquin","6077004002","STOCKTON","306394091"
"KERMAN DENTAL CENTER/VALLEY OPTOMETRIC CENTER","942 S MADERA AVE","36.7212185","-120.0600909","Fresno","6019004002","KERMAN","306105064"
"ELM DENTAL CENTER","2756 S ELM AVE","36.70115","-119.79087","Fresno","6019001000","FRESNO","306105081"
"A WOMANS FRIEND PREGNANCY RESOURCE CLINIC","616 E ST","39.14186","-121.59079","Yuba","6115040100","MARYSVILLE","306584002"
"PEACH TREE - YUBA CITY/COLUSA","1275 THARP RD","39.14584","-121.64842","Sutter","6101050603","YUBA CITY","306514050"
"OMNI FAMILY HEALTH","320 JAMES ST","35.50326","-119.27717","Kern","6029004101","SHAFTER","306154100"
"SAMARITAN HOUSE FREE CLINIC","19 W 39TH AVE","37.53258","-122.29335","San Mateo","6081607200","SAN MATEO","306414089"
"PLANNED PARENTHOOD - CITY HEIGHTS CLINIC","4305 UNIVERSITY AVE","32.74957","-117.10103","San Diego","6073002402","SAN DIEGO","306374378"
"OTAY FAMILY HEALTH CLINIC","1637 3RD AVE","32.59651","-117.06448","San Diego","6073013204","CHULA VISTA","306371226"
"AHF HEALTHCARE CENTER - UPLAND","8263 GROVE AVE","34.10424","-117.62851","San Bernardino","6071002101","RANCHO CUCAMONGA","306364298"
"LOS ANGELES CHRISTIAN HEALTH CENTERS","311 WINSTON ST","34.04541","-118.24471","Los Angeles","6037206200","LOS ANGELES","306194839"
"CHILDRENS CLINIC AT THE LONG BEACH MULTI-SER CTR FOR THE HOMELESS","1301 W 12TH  ST","33.78184","-118.20895","Los Angeles","6037980033","LONG BEACH","306197171"
"SMILE MOBILE 2","10602 CHAPMAN AVE","33.78861","-117.94799","Orange","6059088302","GARDEN GROVE","306304564"
"SOUTHERN CALIFORNIA MEDICAL CENTER, INC.","14550 HAYNES ST","34.18968","-118.45064","Los Angeles","6037127806","VAN NUYS","306198289"
"SOS BEAUCHAMP DENTAL","307 PLACENTIA AVENUE","33.62627","-117.93104","Orange","6059063603","NEWPORT BEACH","306304588"
"THE CHILDRENS CLINIC FAMILY HEALTH CENTER ROOSEVELT","1574 LINDEN AVE","33.78677","-118.18662","Los Angeles","6037575300","LONG BEACH","306198097"
"ALTAMED SENIOR BUENACARE LYNWOOD","3820 MARTIN LUTHER KING JR BLVD","33.9278164","-118.1983054","Los Angeles","6037540102","LYNWOOD","306197594"
"ALTAMED SENIOR BUENACARE DOWNEY","12130 PARAMOUNT BLVD","33.930946","-118.1467293","Los Angeles","6037551502","DOWNEY","306197597"
"EISNER PEDIATRIC AND FAMILY MEDICAL CENTER AT LYNWOOD","3680 E IMPERIAL HWY","33.93202","-118.20146","Los Angeles","6037540203","LYNWOOD","306198131"
"ALTAMED SENIOR BUENACARE EL MONTE","10418  VALLEY BLVD","34.07648","-118.0459","Los Angeles","6037432801","EL MONTE","306197595"
"BAART LA PUENTE CLINIC","15229 E AMAR RD","34.03783","-117.95262","Los Angeles","6037407601","LA PUENTE","306196246"
"WESLEY HEALTH CENTERS","14371 CLARK AVE","33.90329","-118.1341","Los Angeles","6037554001","BELLFLOWER","306197623"
"MEDICAL MISSION ADVENTURES","11540 BONHAM AVE","34.27991","-118.37709","Los Angeles","6037104124","SYLMAR","306197614"
"HARBOR COMMUNITY CLINIC - PEDIATRIC CENTER","731 S BEACON ST","33.7372098","-118.2807352","Los Angeles","6037297110","SAN PEDRO","306196329"
"PLANNED PARENTHOOD BASICS, LAKEWOOD","5519 DEL AMO BLVD","33.84714","-118.12431","Los Angeles","6037570902","LAKEWOOD","306174012"
"CHOC ORANGE CLINIC","455 S MAIN ST","33.78093","-117.86734","Orange","6059076000","ORANGE","306304331"
"CENTRAL NEIGHBORHOOD HEALTH FOUNDATION","2707 S CENTRAL AVE","34.01754","-118.25549","Los Angeles","6037226700","LOS ANGELES","306196981"
"HOLLYWOOD MEDICAL AND MENTAL HEALTH SERVICES","5015 W PICO BLVD","34.04782","-118.34646","Los Angeles","6037217200","LOS ANGELES","306197273"
"SOUTHERN CALIFORNIA MEDICAL CENTER, INC.","8825 WHITTIER BLVD","34.0018","-118.08469","Los Angeles","6037500600","PICO RIVERA","306197431"
"SOUTHERN CALIFORNIA MEDICAL CENTER, INC.","12100 VALLEY BLVD","34.06143","-118.01664","Los Angeles","6037433901","EL MONTE","306197169"
"COMMUNITY HEALTH CENTERS TEMPLETON","325 POSADA LN","35.55271","-120.72136","San Luis Obispo","6079012704","TEMPLETON","306404074"
"COMMUNITY HEALTH CENTERS SANTA MARIA II","1835 N BROADWAY","34.97349","-120.43561","Santa Barbara","6083002305","SANTA MARIA","306424094"
"CASA PACIFICA HEALTH CLINIC","1722 S LEWIS RD","34.18693","-119.03664","Ventura","6111005600","CAMARILLO","306564078"
"SERVE THE PEOPLE COMMUNITY HEALTH CENTER","1206 E 17TH ST","33.75983","-117.85396","Orange","6059075403","SANTA ANA","306304470"
"COMMUNITY HEALTH ALLIANCE OF PASADENA","1855 N FAIR OAKS AVE","34.17753","-118.1508","Los Angeles","6037460900","PASADENA","306195098"
"COMPLETE CARE HEALTH CENTER - SOUTH GATE","5831 FIRESTONE BLVD","33.94913","-118.16374","Los Angeles","6037536102","SOUTH GATE","306196892"
"EL PROYECTO DEL BARRIO, INC.","8902 WOODMAN AVE","34.2315385","-118.4371588","Los Angeles","6037119800","ARLETA","306194229"
"AIRPORT MARINA COUNSELING SERVICES","7891 LA TIJERA BLVD","33.96524","-118.38541","Los Angeles","6037276000","LOS ANGELES","306190863"
"VERMONT COMMUNITY CLINIC","5320 S VERMONT AVE","33.99388","-118.29148","Los Angeles","6037232700","LOS ANGELES","306197863"
"COMPREHENSIVE COMMUNITY HEALTH CTR., INC-HIGHLAND PARK","5059 YORK BLVD","34.12113","-118.2049","Los Angeles","6037183401","LOS ANGELES","306196529"
"ST. JOHNS WELL CHILD AND FAMILY CENTER","1910 MAGNOLIA AVE","34.03963","-118.2864","Los Angeles","6037221602","LOS ANGELES","306197141"
"MISSION HOPE HEALTH CENTER","1325 E CHURCH ST","34.95211","-120.41471","Santa Barbara","6083002211","SANTA MARIA","306424090"
"TEMPLETON WOMENS HEALTH CENTER","350 POSADA LANE","35.55246","-120.72142","San Luis Obispo","6079012704","TEMPLETON","306404091"
"COMMUNITY MEDICAL CENTERS, GLEASON HOUSE","423 S SAN JOAQUIN ST","37.94882","-121.28603","San Joaquin","6077000100","STOCKTON","306394118"
"CLINICA DE SALUD DEL VALLE DE SALINAS-MHC (HOMES)","440 AIRPORT BLVD","36.66529","-121.61672","Monterey","6053980000","SALINAS","306274199"
"SHINGLETOWN MEDICAL CENTER","31292 ALPINE MEADOWS RD","40.49141","-121.88582","Shasta","6089012603","SHINGLETOWN","306452335"
"GOLDEN VALLEY HEALTH CENTER","1130 6TH ST","37.63942","-121.00619","Stanislaus","6099001700","MODESTO","306504039"
"WEST FRESNO COMMUNITY HEALTH CENTER","302 FRESNO ST","36.72409","-119.80887","Fresno","6019000300","FRESNO","306105035"
"EL DORADO COMMUNITY HEALTH CENTER CAMERON PARK","3104 PONTE MORINO DR","38.66304","-120.96672","El Dorado","6017030803","CAMERON PARK","306094028"
"MAYVIEW COMMUNITY HEALTH CENTER - PA","270 GRANT AVE","37.42697","-122.14159","Santa Clara","6085511500","PALO ALTO","306431857"
"MAYVIEW COMMUNITY HEALTH CENTER - MV","900 MIRAMONTE AVE","37.38721","-122.08832","Santa Clara","6085509801","MOUNTAIN VIEW","306434261"
"NEIGHBORHOOD HEALTHCARE ESCONDIDO","460 N ELM ST","33.12831","-117.07276","San Diego","6073020202","ESCONDIDO","306374093"
"NORTHCOUNTRY CLINIC-ARCATA","785 18TH ST","40.87605","-124.08372","Humboldt","6023001000","ARCATA","306121005"
"IMPERIAL BEACH HEALTH CENTER","949 PALM AVE","32.5838","-117.11343","San Diego","6073010502","IMPERIAL BEACH","306370876"
"CLINICA DE SALUD DEL VALLE DE SALINAS - PAJARO","29 BISHOP ST","36.90152","-121.749521","Monterey","6053010101","ROYAL OAKS","306274087"
"PLANNED PARENTHOOD","398 S GREEN VALLEY RD","36.93052","-121.77698","Santa Cruz","6087110600","WATSONVILLE","306444026"
